# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 961         Roermond    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  961,19010924,    0,     
  961,19010925,    0,     
  961,19010926,    0,     
  961,19010927,    0,     
  961,19010928,    0,     
  961,19010929,    0,     
  961,19010930,    0,     
  961,19011001,    0,     
  961,19011002,    0,     
  961,19011003,    0,     
  961,19011004,   12,     
  961,19011005,    0,     
  961,19011006,   56,     
  961,19011007,    0,     
  961,19011008,  271,     
  961,19011009,   80,     
  961,19011010,   89,     
  961,19011011,   38,     
  961,19011012,    0,     
  961,19011013,    0,     
  961,19011014,    0,     
  961,19011015,    0,     
  961,19011016,    0,     
  961,19011017,    0,     
  961,19011018,    0,     
  961,19011019,    0,     
  961,19011020,    2,     
  961,19011021,   34,     
  961,19011022,   20,     
  961,19011023,   10,     
  961,19011024,    0,     
  961,19011025,    0,     
  961,19011026,   12,     
  961,19011027,   26,     
  961,19011028,    0,     
  961,19011029,    0,     
  961,19011030,    0,     
  961,19011031,    0,     
  961,19011101,    0,     
  961,19011102,    0,     
  961,19011103,    0,     
  961,19011104,    0,     
  961,19011105,    0,     
  961,19011106,    0,     
  961,19011107,    0,     
  961,19011108,    0,     
  961,19011109,    0,     
  961,19011110,    0,     
  961,19011111,    4,     
  961,19011112,    0,     
  961,19011113,    0,     
  961,19011114,   21,     
  961,19011115,   57,     
  961,19011116,   26,     
  961,19011117,    0,     
  961,19011118,    0,     
  961,19011119,    0,     
  961,19011120,   25,     
  961,19011121,   96,     
  961,19011122,   34,     
  961,19011123,   17,     
  961,19011124,   10,     
  961,19011125,    0,     
  961,19011126,    0,     
  961,19011127,   20,     
  961,19011128,    0,     
  961,19011129,    3,     
  961,19011130,   12,     
  961,19011201,    2,     
  961,19011202,    0,     
  961,19011203,   23,     
  961,19011204,    0,     
  961,19011205,    0,     
  961,19011206,    0,     
  961,19011207,    0,     
  961,19011208,    3,     
  961,19011209,   91,     
  961,19011210,  162,     
  961,19011211,   10,     
  961,19011212,    4,     
  961,19011213,  176,     
  961,19011214,    2,     
  961,19011215,    5,     
  961,19011216,   80,     
  961,19011217,    0,     
  961,19011218,    0,     
  961,19011219,    0,     
  961,19011220,    0,     
  961,19011221,    0,     
  961,19011222,   20,     
  961,19011223,    0,     
  961,19011224,    0,     
  961,19011225,    0,     
  961,19011226,  172,     
  961,19011227,    0,     
  961,19011228,   20,     
  961,19011229,    0,     
  961,19011230,    0,     
  961,19011231,    0,     
  961,19020101,   54,     
  961,19020102,    0,     
  961,19020103,   50,     
  961,19020104,   34,     
  961,19020105,    4,     
  961,19020106,    0,     
  961,19020107,   58,     
  961,19020108,    0,     
  961,19020109,    0,     
  961,19020110,    0,     
  961,19020111,    0,     
  961,19020112,    0,     
  961,19020113,    0,     
  961,19020114,   21,     
  961,19020115,    0,     
  961,19020116,    0,     
  961,19020117,    0,     
  961,19020118,    1,     
  961,19020119,    1,     
