"IT_DATETIME,""DS_CODE"",""DS_NAME"",""DS_DESC"",""DS_LAT"",""DS_LON"",""DS_ALT"",""REN1.RD"",""REN1.Q_RD"",""REH1.PG"",""REH1.Q_PG"",""REH1.TX"",""REH1.Q_TX"",""REH1.DDVEC"",""REH1.Q_DDVEC"",""REH1.DDFHX"",""REH1.Q_DDFHX"",""REH1.TXG"",""REH1.Q_TXG"",""REH1.UG"",""REH1.Q_UG"",""REH1.TG"",""REH1.Q_TG"",""REH1.FHX"",""REH1.Q_FHX"",""REH1.TN"",""REH1.Q_TN"",""REH1.FG"",""REH1.Q_FG"""
"19890220_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890220_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.2"",,,,,,,,""81"",,""7.5"",,,,""0.5"",,,"
"19890221_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890221_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.4"",,,,,,,,""80"",,""2.9"",,,,""-1.7"",,,"
"19890222_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890222_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""7.3"",,,,,,,,""82"",,""4.2"",,,,""-2.0"",,,"
"19890223_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890223_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""7.4"",,,,,,,,""84"",,""4.6"",,,,""1.8"",,,"
"19890224_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890224_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""9.9"",,,,,,,,""75"",,""5.6"",,,,""1.2"",,,"
"19890225_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890225_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.8"",,,,,,,,""68"",,""6.2"",,,,""4.3"",,,"
"19890226_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890226_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""6.6"",,,,,,,,""70"",,""4.5"",,,,""3.1"",,,"
"19890227_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890227_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""7.2"",,,,,,,,""79"",,""4.4"",,,,""2.0"",,,"
"19890228_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890228_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""6.6"",,,,,,,,""76"",,""4.7"",,,,""1.8"",,,"
"19890301_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890301_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""7.9"",,,,,,,,""74"",,""6.6"",,,,""4.6"",,,"
"19890302_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890302_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.9"",,,,,,,,""78"",,""7.0"",,,,""5.8"",,,"
"19890303_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890303_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.4"",,,,,,,,""82"",,""8.6"",,,,""6.0"",,,"
"19890304_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890304_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.0"",,,,,,,,""77"",,""9.4"",,,,""6.9"",,,"
"19890305_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890305_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.8"",,,,,,,,""81"",,""10.6"",,,,""4.9"",,,"
"19890306_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890306_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""20.0"",,,,,,,,""60"",,""11.1"",,,,""2.6"",,,"
"19890307_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890307_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""13.3"",,,,,,,,""82"",,""10.2"",,,,""7.8"",,,"
"19890308_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890308_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.2"",,,,,,,,""80"",,""4.5"",,,,""1.1"",,,"
"19890309_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890309_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.7"",,,,,,,,""64"",,""7.8"",,,,""1.3"",,,"
"19890310_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890310_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.8"",,,,,,,,""52"",,""10.9"",,,,""5.5"",,,"
"19890311_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890311_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""13.4"",,,,,,,,""82"",,""9.5"",,,,""6.9"",,,"
"19890312_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890312_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""13.6"",,,,,,,,""77"",,""10.6"",,,,""4.6"",,,"
"19890313_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890313_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""13.6"",,,,,,,,""65"",,""8.6"",,,,""5.6"",,,"
"19890314_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890314_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.1"",,,,,,,,""69"",,""7.7"",,,,""4.9"",,,"
"19890315_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890315_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.5"",,,,,,,,""81"",,""7.8"",,,,""5.1"",,,"
"19890316_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890316_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.1"",,,,,,,,""85"",,""8.6"",,,,""4.5"",,,"
"19890317_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890317_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""9.4"",,,,,,,,""88"",,""4.3"",,,,""0.9"",,,"
"19890318_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890318_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.4"",,,,,,,,""74"",,""2.6"",,,,""-1.6"",,,"
"19890319_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890319_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.7"",,,,,,,,""58"",,""8.2"",,,,""0.9"",,,"
"19890320_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890320_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.9"",,,,,,,,""75"",,""6.5"",,,,""2.2"",,,"
"19890321_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890321_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""9.2"",,,,,,,,""73"",,""6.5"",,,,""3.5"",,,"
"19890322_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890322_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.9"",,,,,,,,""77"",,""9.9"",,,,""7.5"",,,"
"19890323_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890323_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.7"",,,,,,,,""57"",,""6.3"",,,,""3.5"",,,"
"19890324_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890324_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.8"",,,,,,,,""81"",,""8.6"",,,,""6.5"",,,"
"19890325_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890325_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.0"",,,,,,,,""67"",,""7.6"",,,,""1.6"",,,"
"19890326_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890326_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""18.0"",,,,,,,,""75"",,""10.9"",,,,""1.6"",,,"
"19890327_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890327_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""21.9"",,,,,,,,""62"",,""13.5"",,,,""2.3"",,,"
"19890328_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890328_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""22.1"",,,,,,,,""54"",,""16.3"",,,,""8.8"",,,"
"19890329_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890329_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.4"",,,,,,,,""86"",,""10.7"",,,,""7.5"",,,"
"19890330_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890330_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.1"",,,,,,,,""84"",,""10.7"",,,,""5.7"",,,"
"19890331_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890331_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""17.7"",,,,,,,,""86"",,""10.1"",,,,""3.8"",,,"
"19890401_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890401_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.2"",,,,,,,,""80"",,""9.7"",,,,""5.6"",,,"
"19890402_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890402_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.6"",,,,,,,,""73"",,""6.8"",,,,""5.7"",,,"
"19890403_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890403_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""5.9"",,,,,,,,""68"",,""4.4"",,,,""2.5"",,,"
"19890404_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890404_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""6.2"",,,,,,,,""66"",,""4.0"",,,,""1.4"",,,"
"19890405_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890405_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""4.5"",,,,,,,,""87"",,""3.7"",,,,""2.6"",,,"
"19890406_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890406_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.3"",,,,,,,,""82"",,""6.3"",,,,""2.9"",,,"
"19890407_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890407_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.8"",,,,,,,,""64"",,""8.5"",,,,""5.2"",,,"
"19890408_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890408_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.5"",,,,,,,,""76"",,""7.0"",,,,""2.2"",,,"
"19890409_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890409_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.8"",,,,,,,,""58"",,""10.2"",,,,""0.1"",,,"
"19890410_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890410_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.2"",,,,,,,,""65"",,""13.6"",,,,""10.3"",,,"
"19890411_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890411_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.7"",,,,,,,,""61"",,""12.7"",,,,""9.5"",,,"
"19890412_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890412_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.8"",,,,,,,,""87"",,""10.3"",,,,""7.6"",,,"
"19890413_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890413_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.5"",,,,,,,,""88"",,""9.4"",,,,""7.3"",,,"
"19890414_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890414_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""8.8"",,,,,,,,""90"",,""7.3"",,,,""6.7"",,,"
"19890415_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890415_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.7"",,,,,,,,""75"",,""8.6"",,,,""4.1"",,,"
"19890416_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890416_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.9"",,,,,,,,""78"",,""9.8"",,,,""2.7"",,,"
"19890417_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890417_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.1"",,,,,,,,""79"",,""7.9"",,,,""5.1"",,,"
"19890418_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890418_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.5"",,,,,,,,""77"",,""6.4"",,,,""0.4"",,,"
"19890419_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890419_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.1"",,,,,,,,""83"",,""6.7"",,,,""5.5"",,,"
"19890420_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890420_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""7.7"",,,,,,,,""94"",,""5.5"",,,,""2.2"",,,"
"19890421_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890421_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""9.2"",,,,,,,,""86"",,""7.5"",,,,""5.9"",,,"
"19890422_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890422_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""12.3"",,,,,,,,""76"",,""8.2"",,,,""6.1"",,,"
"19890423_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890423_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.1"",,,,,,,,""80"",,""7.4"",,,,""3.7"",,,"
"19890424_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890424_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.8"",,,,,,,,""78"",,""9.9"",,,,""1.3"",,,"
"19890425_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890425_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""10.5"",,,,,,,,""94"",,""7.5"",,,,""5.1"",,,"
"19890426_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890426_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""5.1"",,,,,,,,""90"",,""3.7"",,,,""3.1"",,,"
"19890427_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890427_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.0"",,,,,,,,""63"",,""6.1"",,,,""1.2"",,,"
"19890428_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890428_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""11.4"",,,,,,,,""70"",,""5.4"",,,,""0.2"",,,"
"19890429_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890429_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.0"",,,,,,,,""65"",,""6.4"",,,,""-1.0"",,,"
"19890430_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890430_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.2"",,,,,,,,""63"",,""8.0"",,,,""-0.3"",,,"
"19890501_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890501_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""17.6"",,,,,,,,""60"",,""10.8"",,,,""1.4"",,,"
"19890502_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890502_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""19.6"",,,,,,,,""75"",,""13.5"",,,,""5.2"",,,"
"19890503_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890503_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""19.9"",,,,,,,,""77"",,""12.8"",,,,""5.7"",,,"
"19890504_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890504_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""22.5"",,,,,,,,""68"",,""15.3"",,,,""5.5"",,,"
"19890505_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890505_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""23.5"",,,,,,,,""67"",,""16.9"",,,,""6.4"",,,"
"19890506_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890506_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""14.8"",,,,,,,,""61"",,""10.6"",,,,""4.2"",,,"
"19890507_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890507_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""13.4"",,,,,,,,""68"",,""7.6"",,,,""0.8"",,,"
"19890508_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890508_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""18.9"",,,,,,,,""65"",,""11.3"",,,,""1.0"",,,"
"19890509_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890509_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""23.3"",,,,,,,,""54"",,""16.5"",,,,""5.8"",,,"
"19890510_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890510_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""15.2"",,,,,,,,""85"",,""11.4"",,,,""7.4"",,,"
"19890511_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19890511_240000_000000,""170_H"",""Oost-Maarland"",""Termijnstation"",""50.793889"",""5.715278"",""500"",,,,,""16.5"",,,,,,,,""89"",,""11.5"",,,,""6.9"",,,"
"19890512_240000_000000,""130_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
